,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,EVR,CPI,cons_conf_idx,euribor,no_emp,y,y_n
28768,33,admin.,single,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28769,49,management,married,university.degree,no,no,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28770,49,management,married,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28771,34,technician,married,university.degree,no,yes,yes,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28772,32,technician,married,university.degree,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28775,24,admin.,single,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28776,29,services,single,basic.9y,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28777,30,admin.,single,high.school,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28778,56,services,divorced,high.school,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28779,46,blue-collar,married,basic.4y,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28780,46,entrepreneur,married,university.degree,no,yes,yes,apr,thu,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28781,37,admin.,married,professional.course,no,yes,yes,apr,thu,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28782,45,blue-collar,married,basic.4y,no,no,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28783,39,admin.,married,high.school,no,yes,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28784,48,services,divorced,high.school,no,no,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28785,41,services,single,university.degree,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28786,31,admin.,married,high.school,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28787,50,unemployed,married,basic.4y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28788,55,blue-collar,married,basic.4y,no,yes,yes,apr,thu,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28789,32,blue-collar,divorced,basic.4y,no,no,no,apr,thu,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28790,29,admin.,single,high.school,no,yes,yes,apr,thu,3,9,1,success,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28791,37,entrepreneur,married,professional.course,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28792,46,technician,married,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28793,32,admin.,single,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28794,53,management,married,high.school,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28795,32,blue-collar,married,basic.4y,no,no,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28796,42,admin.,divorced,high.school,no,no,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28798,47,admin.,married,basic.6y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28799,46,self-employed,divorced,basic.9y,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28800,45,entrepreneur,married,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28801,40,services,single,high.school,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28802,37,technician,single,high.school,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28803,24,management,single,university.degree,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28804,38,services,married,basic.9y,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28805,50,blue-collar,married,basic.9y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28806,40,admin.,divorced,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28807,31,blue-collar,married,basic.9y,no,yes,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28809,37,technician,single,high.school,no,yes,no,apr,thu,2,0,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28810,39,admin.,divorced,high.school,no,yes,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28811,42,entrepreneur,married,basic.9y,no,no,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28812,52,retired,married,basic.4y,no,yes,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28813,32,services,single,high.school,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28814,39,services,single,high.school,no,yes,no,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28815,33,technician,married,professional.course,no,no,yes,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28816,41,blue-collar,divorced,basic.4y,no,yes,no,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28817,36,blue-collar,single,high.school,no,yes,no,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28818,36,entrepreneur,married,university.degree,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28819,24,blue-collar,married,professional.course,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28820,44,admin.,married,high.school,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28821,41,blue-collar,married,high.school,no,no,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28822,47,entrepreneur,married,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28823,27,admin.,single,high.school,no,no,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28824,31,blue-collar,married,basic.9y,no,no,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28825,45,technician,single,professional.course,no,no,no,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28826,50,blue-collar,married,basic.9y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28827,28,technician,single,high.school,no,yes,yes,apr,thu,4,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28828,41,blue-collar,divorced,basic.4y,no,no,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28829,38,technician,divorced,high.school,no,yes,yes,apr,thu,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28830,33,blue-collar,married,basic.9y,no,no,no,apr,thu,1,5,1,success,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28831,56,admin.,married,basic.9y,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28833,44,admin.,single,high.school,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28834,55,admin.,married,university.degree,no,yes,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28835,36,admin.,single,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28836,31,admin.,married,high.school,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28837,38,entrepreneur,married,basic.4y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28838,28,self-employed,married,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28839,30,blue-collar,married,basic.9y,no,yes,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28840,25,student,single,university.degree,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28841,40,services,married,high.school,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28842,44,management,married,university.degree,no,yes,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28843,44,entrepreneur,divorced,university.degree,no,yes,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28844,50,services,single,basic.6y,no,no,no,apr,thu,1,10,1,success,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28845,45,services,divorced,basic.4y,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28846,40,management,married,basic.6y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28847,50,services,single,basic.6y,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28848,50,services,single,basic.6y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28849,28,technician,married,basic.9y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28850,36,blue-collar,married,N/A,no,yes,no,apr,thu,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28851,28,technician,married,basic.9y,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28853,23,blue-collar,single,basic.4y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28854,43,management,married,university.degree,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28856,44,blue-collar,married,basic.6y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28857,55,management,married,basic.4y,no,no,no,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28859,30,services,married,high.school,no,no,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28860,45,blue-collar,married,N/A,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28861,25,student,married,university.degree,no,yes,yes,apr,thu,7,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28862,47,entrepreneur,divorced,high.school,no,no,no,apr,thu,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28864,59,blue-collar,married,basic.9y,no,no,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28865,45,blue-collar,married,N/A,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28866,45,blue-collar,married,N/A,no,yes,yes,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28868,31,student,single,N/A,no,no,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28869,29,blue-collar,single,basic.6y,no,yes,yes,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28870,45,blue-collar,married,N/A,no,yes,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28871,31,student,single,N/A,no,no,yes,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28872,34,blue-collar,married,basic.9y,no,no,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28873,26,student,single,university.degree,no,no,yes,apr,thu,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28874,31,student,single,N/A,no,yes,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28876,42,blue-collar,married,basic.4y,no,no,yes,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28877,47,services,married,basic.9y,no,yes,no,apr,thu,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28878,31,student,single,N/A,no,yes,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,1.0
28879,39,blue-collar,married,N/A,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.0
28880,43,admin.,single,high.school,no,yes,no,apr,fri,2,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28881,42,entrepreneur,married,university.degree,no,no,no,apr,fri,4,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28882,33,management,married,basic.9y,no,no,yes,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28883,35,blue-collar,single,basic.9y,no,yes,no,apr,fri,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28884,51,blue-collar,married,basic.9y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28885,42,admin.,single,high.school,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28887,37,blue-collar,single,professional.course,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28888,38,admin.,single,high.school,no,yes,no,apr,fri,1,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28889,29,admin.,married,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28890,37,blue-collar,single,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28891,47,technician,married,professional.course,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28892,47,admin.,married,university.degree,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28893,38,blue-collar,married,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28894,37,blue-collar,married,basic.4y,no,no,yes,apr,fri,4,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28895,41,admin.,divorced,high.school,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28896,34,technician,married,professional.course,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28897,42,blue-collar,married,basic.4y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28898,48,blue-collar,married,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28899,39,admin.,married,high.school,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28900,42,blue-collar,married,N/A,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28901,37,blue-collar,married,basic.4y,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28902,19,student,single,N/A,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28903,45,management,married,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28904,25,technician,single,university.degree,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28905,48,admin.,divorced,N/A,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28906,36,blue-collar,married,basic.6y,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28907,41,management,married,university.degree,no,yes,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28908,35,services,single,high.school,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28909,54,entrepreneur,married,basic.9y,no,yes,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28910,41,self-employed,married,basic.9y,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28911,42,admin.,single,high.school,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28912,54,blue-collar,married,N/A,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28913,35,blue-collar,married,basic.4y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28914,28,student,married,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28915,34,entrepreneur,married,university.degree,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28916,57,blue-collar,married,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28917,54,services,married,high.school,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28919,34,technician,divorced,basic.9y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28920,28,student,married,university.degree,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28921,36,services,married,high.school,no,yes,yes,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28922,54,retired,married,basic.4y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28924,55,admin.,married,basic.4y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28925,34,entrepreneur,married,university.degree,no,yes,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28926,31,admin.,married,high.school,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28927,55,admin.,married,basic.4y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28928,59,admin.,divorced,university.degree,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28929,35,technician,married,professional.course,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28930,48,blue-collar,married,basic.6y,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28931,34,blue-collar,married,basic.9y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28932,39,blue-collar,divorced,basic.6y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28933,34,admin.,married,high.school,no,yes,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28934,34,self-employed,married,basic.4y,no,yes,no,apr,fri,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28935,32,management,single,university.degree,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28936,34,management,married,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28937,38,blue-collar,married,basic.9y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28938,39,management,married,basic.6y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28939,29,admin.,single,university.degree,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28940,43,blue-collar,married,basic.6y,no,no,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28941,35,blue-collar,married,basic.4y,no,yes,no,apr,fri,2,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28942,47,blue-collar,married,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28943,50,management,married,basic.6y,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28944,43,blue-collar,married,basic.6y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28945,32,blue-collar,married,basic.9y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28946,42,blue-collar,married,basic.4y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28947,32,management,single,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28948,50,unemployed,married,basic.4y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28950,37,admin.,divorced,high.school,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28951,35,admin.,married,university.degree,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28952,35,blue-collar,married,basic.6y,no,no,no,apr,fri,3,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28953,36,entrepreneur,married,university.degree,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28954,39,admin.,single,high.school,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28955,48,services,single,high.school,no,yes,no,apr,fri,2,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28956,33,technician,single,high.school,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28957,41,unemployed,married,basic.9y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28958,57,services,married,basic.9y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28959,36,self-employed,married,basic.9y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28960,35,admin.,single,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28961,34,blue-collar,married,professional.course,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28962,33,blue-collar,married,basic.9y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28963,30,services,single,high.school,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28964,38,technician,single,university.degree,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28965,39,management,married,university.degree,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28968,25,admin.,single,high.school,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28969,37,management,married,university.degree,no,no,yes,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28970,37,technician,married,professional.course,no,no,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28971,34,blue-collar,divorced,basic.4y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28972,44,blue-collar,married,basic.6y,no,no,no,apr,fri,1,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28973,40,blue-collar,married,basic.9y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28974,43,admin.,single,high.school,no,no,no,apr,fri,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28975,36,technician,married,professional.course,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28976,44,blue-collar,married,basic.6y,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28977,34,technician,divorced,professional.course,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28978,34,technician,divorced,professional.course,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28979,19,student,single,N/A,no,yes,no,apr,fri,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1.0
28980,34,technician,divorced,professional.course,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28981,47,admin.,married,basic.9y,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28982,42,admin.,married,high.school,no,yes,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28983,38,technician,single,university.degree,no,yes,no,apr,fri,3,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
28984,29,entrepreneur,single,university.degree,no,yes,yes,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
